"","date","value","Pmm"
"620","2016-06-11T00:00:00",0,0
"621","2016-06-12T00:00:00",0,0
"622","2016-06-13T00:00:00",0,0
"623","2016-06-14T00:00:00",0,0
"624","2016-06-15T00:00:00",53,5.3
"625","2016-06-16T00:00:00",10,1
"626","2016-06-17T00:00:00",0,0
"627","2016-06-18T00:00:00",0,0
"628","2016-06-19T00:00:00",0,0
"629","2016-06-20T00:00:00",0,0
"630","2016-06-21T00:00:00",0,0
"631","2016-06-22T00:00:00",0,0
"632","2016-06-23T00:00:00",0,0
"633","2016-06-24T00:00:00",56,5.6
"634","2016-06-25T00:00:00",3,0.3
"635","2016-06-26T00:00:00",0,0
"636","2016-06-27T00:00:00",74,7.4
"637","2016-06-28T00:00:00",25,2.5
"638","2016-06-29T00:00:00",0,0
"639","2016-06-30T00:00:00",0,0
"640","2016-07-01T00:00:00",0,0
"641","2016-07-02T00:00:00",0,0
"642","2016-07-03T00:00:00",0,0
"643","2016-07-04T00:00:00",0,0
"644","2016-07-05T00:00:00",0,0
"645","2016-07-06T00:00:00",127,12.7
"646","2016-07-07T00:00:00",104,10.4
"647","2016-07-08T00:00:00",64,6.4
"648","2016-07-09T00:00:00",76,7.6
"649","2016-07-10T00:00:00",0,0
"650","2016-07-11T00:00:00",0,0
"651","2016-07-12T00:00:00",15,1.5
"652","2016-07-13T00:00:00",10,1
"653","2016-07-14T00:00:00",0,0
"654","2016-07-15T00:00:00",5,0.5
"655","2016-07-16T00:00:00",127,12.7
"656","2016-07-17T00:00:00",51,5.1
"657","2016-07-18T00:00:00",0,0
"658","2016-07-19T00:00:00",10,1
"659","2016-07-20T00:00:00",249,24.9
"660","2016-07-21T00:00:00",0,0
"661","2016-07-22T00:00:00",25,2.5
"662","2016-07-23T00:00:00",8,0.8
"663","2016-07-24T00:00:00",28,2.8
"664","2016-07-25T00:00:00",0,0
"665","2016-07-26T00:00:00",15,1.5
"666","2016-07-27T00:00:00",97,9.7
"667","2016-07-28T00:00:00",0,0
"668","2016-07-29T00:00:00",79,7.9
"669","2016-07-30T00:00:00",0,0
"670","2016-07-31T00:00:00",10,1
"671","2016-08-01T00:00:00",10,1
"672","2016-08-02T00:00:00",89,8.9
"673","2016-08-03T00:00:00",345,34.5
"674","2016-08-04T00:00:00",0,0
"675","2016-08-05T00:00:00",3,0.3
"676","2016-08-06T00:00:00",25,2.5
"677","2016-08-07T00:00:00",0,0
"678","2016-08-08T00:00:00",122,12.2
"679","2016-08-09T00:00:00",28,2.8
"680","2016-08-10T00:00:00",23,2.3
"681","2016-08-11T00:00:00",64,6.4
"682","2016-08-12T00:00:00",8,0.8
"683","2016-08-13T00:00:00",18,1.8
"684","2016-08-14T00:00:00",0,0
"685","2016-08-15T00:00:00",0,0
"686","2016-08-16T00:00:00",0,0
"687","2016-08-17T00:00:00",0,0
"688","2016-08-18T00:00:00",30,3
"689","2016-08-19T00:00:00",15,1.5
"690","2016-08-20T00:00:00",107,10.7
"691","2016-08-21T00:00:00",84,8.4
"692","2016-08-22T00:00:00",36,3.6
"693","2016-08-23T00:00:00",0,0
"694","2016-08-24T00:00:00",0,0
"695","2016-08-25T00:00:00",0,0
"696","2016-08-26T00:00:00",0,0
"697","2016-08-27T00:00:00",0,0
"698","2016-08-28T00:00:00",0,0
"699","2016-08-29T00:00:00",5,0.5
"700","2016-08-30T00:00:00",0,0
"701","2016-08-31T00:00:00",0,0
"702","2016-09-01T00:00:00",277,27.7
"703","2016-09-02T00:00:00",23,2.3
"704","2016-09-03T00:00:00",3,0.3
"705","2016-09-04T00:00:00",0,0
"706","2016-09-05T00:00:00",0,0
"707","2016-09-06T00:00:00",0,0
"708","2016-09-07T00:00:00",0,0
"709","2016-09-08T00:00:00",0,0
"710","2016-09-09T00:00:00",0,0
"711","2016-09-10T00:00:00",0,0
"712","2016-09-11T00:00:00",30,3
"713","2016-09-12T00:00:00",0,0
"714","2016-09-13T00:00:00",0,0
"715","2016-09-14T00:00:00",0,0
"716","2016-09-15T00:00:00",0,0
"717","2016-09-16T00:00:00",0,0
"718","2016-09-17T00:00:00",5,0.5
"719","2016-09-18T00:00:00",0,0
"720","2016-09-19T00:00:00",53,5.3
"721","2016-09-20T00:00:00",0,0
"722","2016-09-21T00:00:00",0,0
"723","2016-09-22T00:00:00",0,0
"724","2016-09-23T00:00:00",0,0
"725","2016-09-24T00:00:00",0,0
"726","2016-09-25T00:00:00",0,0
"727","2016-09-26T00:00:00",0,0
"728","2016-09-27T00:00:00",56,5.6
"729","2016-09-28T00:00:00",71,7.1
"730","2016-09-30T00:00:00",0,0
"731","2016-10-01T00:00:00",0,0
"732","2016-10-02T00:00:00",0,0
"733","2016-10-03T00:00:00",0,0
"734","2016-10-04T00:00:00",0,0
"735","2016-10-05T00:00:00",0,0
"736","2016-10-06T00:00:00",0,0
"737","2016-10-07T00:00:00",0,0
"738","2016-10-08T00:00:00",25,2.5
"739","2016-10-09T00:00:00",0,0
"740","2016-10-10T00:00:00",0,0
"741","2016-10-11T00:00:00",0,0
"742","2016-10-12T00:00:00",0,0
"743","2016-10-13T00:00:00",0,0
"744","2016-10-14T00:00:00",0,0
"745","2016-10-15T00:00:00",0,0
"746","2016-10-16T00:00:00",0,0
"747","2016-10-17T00:00:00",0,0
"748","2016-10-18T00:00:00",0,0
"749","2016-10-19T00:00:00",0,0
"750","2016-10-20T00:00:00",0,0
"751","2016-10-21T00:00:00",25,2.5
"752","2016-10-22T00:00:00",0,0
"753","2016-10-23T00:00:00",0,0
"754","2016-10-24T00:00:00",0,0
"755","2016-10-25T00:00:00",0,0
"756","2016-10-26T00:00:00",0,0
"757","2016-10-27T00:00:00",0,0
"758","2016-10-28T00:00:00",3,0.3
"759","2016-10-29T00:00:00",0,0
"760","2016-10-30T00:00:00",0,0
"761","2016-10-31T00:00:00",0,0
"762","2016-11-01T00:00:00",0,0
"763","2016-11-02T00:00:00",0,0
"764","2016-11-03T00:00:00",0,0
"765","2016-11-04T00:00:00",3,0.3
"766","2016-11-05T00:00:00",0,0
"767","2016-11-06T00:00:00",0,0
"768","2016-11-07T00:00:00",0,0
"769","2016-11-08T00:00:00",0,0
"770","2016-11-09T00:00:00",0,0
"771","2016-11-10T00:00:00",0,0
"772","2016-11-11T00:00:00",0,0
"773","2016-11-12T00:00:00",0,0
"774","2016-11-13T00:00:00",0,0
"775","2016-11-14T00:00:00",0,0
"776","2016-11-15T00:00:00",0,0
"777","2016-11-16T00:00:00",0,0
"778","2016-11-17T00:00:00",0,0
"779","2016-11-18T00:00:00",0,0
"780","2016-11-19T00:00:00",0,0
"781","2016-11-20T00:00:00",0,0
"782","2016-11-21T00:00:00",0,0
"783","2016-11-22T00:00:00",0,0
"784","2016-11-23T00:00:00",0,0
"785","2016-11-24T00:00:00",53,5.3
"786","2016-11-25T00:00:00",3,0.3
"787","2016-11-26T00:00:00",0,0
"788","2016-11-27T00:00:00",0,0
"789","2016-11-28T00:00:00",0,0
"790","2016-11-29T00:00:00",185,18.5
"791","2016-11-30T00:00:00",86,8.6
"792","2016-12-01T00:00:00",168,16.8
"793","2016-12-02T00:00:00",0,0
"794","2016-12-03T00:00:00",0,0
"795","2016-12-04T00:00:00",185,18.5
"796","2016-12-05T00:00:00",257,25.7
"797","2016-12-06T00:00:00",132,13.2
"798","2016-12-07T00:00:00",104,10.4
"799","2016-12-08T00:00:00",0,0
"800","2016-12-09T00:00:00",0,0
"801","2016-12-10T00:00:00",0,0
"802","2016-12-11T00:00:00",0,0
"803","2016-12-12T00:00:00",18,1.8
"804","2016-12-13T00:00:00",81,8.1
"805","2016-12-14T00:00:00",15,1.5
"806","2016-12-15T00:00:00",0,0
"807","2016-12-16T00:00:00",0,0
"808","2016-12-17T00:00:00",8,0.8
"809","2016-12-18T00:00:00",56,5.6
"810","2016-12-19T00:00:00",25,2.5
"811","2016-12-20T00:00:00",0,0
"812","2016-12-21T00:00:00",0,0
"813","2016-12-22T00:00:00",0,0
"814","2016-12-23T00:00:00",0,0
"815","2016-12-24T00:00:00",0,0
"816","2016-12-25T00:00:00",18,1.8
"817","2016-12-26T00:00:00",3,0.3
"818","2016-12-27T00:00:00",8,0.8
"819","2016-12-28T00:00:00",28,2.8
"820","2016-12-29T00:00:00",109,10.9
"821","2016-12-30T00:00:00",23,2.3
"822","2016-12-31T00:00:00",0,0
"823","2017-01-01T00:00:00",69,6.9
"824","2017-01-02T00:00:00",152,15.2
"825","2017-01-03T00:00:00",109,10.9
"826","2017-01-04T00:00:00",0,0
"827","2017-01-05T00:00:00",0,0
"828","2017-01-06T00:00:00",0,0
"829","2017-01-07T00:00:00",107,10.7
"830","2017-01-08T00:00:00",0,0
"831","2017-01-09T00:00:00",0,0
"832","2017-01-10T00:00:00",0,0
"833","2017-01-11T00:00:00",41,4.1
"834","2017-01-12T00:00:00",3,0.3
"835","2017-01-13T00:00:00",0,0
"836","2017-01-14T00:00:00",0,0
"837","2017-01-15T00:00:00",0,0
"838","2017-01-16T00:00:00",0,0
"839","2017-01-17T00:00:00",5,0.5
"840","2017-01-18T00:00:00",5,0.5
"841","2017-01-19T00:00:00",0,0
"842","2017-01-20T00:00:00",30,3
"843","2017-01-21T00:00:00",20,2
"844","2017-01-22T00:00:00",74,7.4
"845","2017-01-23T00:00:00",102,10.2
"846","2017-01-24T00:00:00",13,1.3
"847","2017-01-25T00:00:00",0,0
"848","2017-01-26T00:00:00",36,3.6
"849","2017-01-27T00:00:00",0,0
"850","2017-01-28T00:00:00",0,0
"851","2017-01-29T00:00:00",0,0
"852","2017-01-30T00:00:00",10,1
"853","2017-01-31T00:00:00",0,0
"854","2017-02-01T00:00:00",0,0
"855","2017-02-02T00:00:00",0,0
"856","2017-02-03T00:00:00",10,1
"857","2017-02-04T00:00:00",0,0
"858","2017-02-05T00:00:00",5,0.5
"859","2017-02-06T00:00:00",0,0
"860","2017-02-07T00:00:00",8,0.8
"861","2017-02-08T00:00:00",66,6.6
"862","2017-02-09T00:00:00",102,10.2
"863","2017-02-10T00:00:00",0,0
"864","2017-02-11T00:00:00",0,0
"865","2017-02-12T00:00:00",3,0.3
"866","2017-02-13T00:00:00",0,0
"867","2017-02-14T00:00:00",0,0
"868","2017-02-15T00:00:00",104,10.4
"869","2017-02-16T00:00:00",0,0
"870","2017-02-17T00:00:00",0,0
"871","2017-02-18T00:00:00",0,0
"872","2017-02-19T00:00:00",25,2.5
"873","2017-02-20T00:00:00",0,0
"874","2017-02-21T00:00:00",0,0
"875","2017-02-22T00:00:00",15,1.5
"876","2017-02-23T00:00:00",0,0
"877","2017-02-24T00:00:00",0,0
"878","2017-02-25T00:00:00",53,5.3
"879","2017-02-26T00:00:00",0,0
"880","2017-02-27T00:00:00",0,0
"881","2017-02-28T00:00:00",0,0
"882","2017-03-01T00:00:00",155,15.5
"883","2017-03-02T00:00:00",150,15
"884","2017-03-03T00:00:00",0,0
"885","2017-03-04T00:00:00",0,0
"886","2017-03-05T00:00:00",0,0
"887","2017-03-06T00:00:00",3,0.3
"888","2017-03-07T00:00:00",10,1
"889","2017-03-08T00:00:00",130,13
"890","2017-03-09T00:00:00",0,0
"891","2017-03-10T00:00:00",86,8.6
"892","2017-03-11T00:00:00",0,0
"893","2017-03-12T00:00:00",102,10.2
"894","2017-03-13T00:00:00",0,0
"895","2017-03-14T00:00:00",69,6.9
"896","2017-03-15T00:00:00",5,0.5
"897","2017-03-16T00:00:00",0,0
"898","2017-03-17T00:00:00",0,0
"899","2017-03-18T00:00:00",127,12.7
"900","2017-03-19T00:00:00",25,2.5
"901","2017-03-20T00:00:00",0,0
"902","2017-03-21T00:00:00",0,0
"903","2017-03-22T00:00:00",119,11.9
"904","2017-03-23T00:00:00",0,0
"905","2017-03-24T00:00:00",0,0
"906","2017-03-25T00:00:00",0,0
"907","2017-03-26T00:00:00",79,7.9
"908","2017-03-27T00:00:00",20,2
"909","2017-03-28T00:00:00",279,27.9
"910","2017-03-29T00:00:00",0,0
"911","2017-03-30T00:00:00",0,0
"912","2017-03-31T00:00:00",137,13.7
"913","2017-04-01T00:00:00",0,0
"914","2017-04-02T00:00:00",0,0
"915","2017-04-03T00:00:00",0,0
"916","2017-04-04T00:00:00",170,17
"917","2017-04-05T00:00:00",0,0
"918","2017-04-06T00:00:00",170,17
"919","2017-04-07T00:00:00",28,2.8
"920","2017-04-08T00:00:00",0,0
"921","2017-04-09T00:00:00",0,0
"922","2017-04-10T00:00:00",0,0
"923","2017-04-11T00:00:00",0,0
"924","2017-04-12T00:00:00",0,0
"925","2017-04-13T00:00:00",0,0
"926","2017-04-14T00:00:00",3,0.3
"927","2017-04-15T00:00:00",0,0
"928","2017-04-16T00:00:00",0,0
"929","2017-04-17T00:00:00",0,0
"930","2017-04-18T00:00:00",79,7.9
"931","2017-04-19T00:00:00",38,3.8
"932","2017-04-20T00:00:00",30,3
"933","2017-04-21T00:00:00",0,0
"934","2017-04-22T00:00:00",104,10.4
"935","2017-04-23T00:00:00",358,35.8
"936","2017-04-24T00:00:00",363,36.3
"937","2017-04-25T00:00:00",13,1.3
"938","2017-04-26T00:00:00",0,0
"939","2017-04-27T00:00:00",0,0
"940","2017-04-28T00:00:00",41,4.1
"941","2017-04-29T00:00:00",0,0
"942","2017-04-30T00:00:00",0,0
"943","2017-05-01T00:00:00",51,5.1
"944","2017-05-02T00:00:00",163,16.3
"945","2017-05-03T00:00:00",0,0
"946","2017-05-04T00:00:00",0,0
"947","2017-05-05T00:00:00",147,14.7
"948","2017-05-06T00:00:00",8,0.8
"949","2017-05-07T00:00:00",30,3
"950","2017-05-08T00:00:00",0,0
"951","2017-05-09T00:00:00",0,0
"952","2017-05-10T00:00:00",0,0
"953","2017-05-11T00:00:00",0,0
"954","2017-05-12T00:00:00",0,0
"955","2017-05-13T00:00:00",76,7.6
"956","2017-05-14T00:00:00",25,2.5
"957","2017-05-15T00:00:00",0,0
"958","2017-05-16T00:00:00",0,0
"959","2017-05-17T00:00:00",0,0
"960","2017-05-18T00:00:00",0,0
"961","2017-05-19T00:00:00",0,0
"962","2017-05-20T00:00:00",0,0
"963","2017-05-21T00:00:00",399,39.9
"964","2017-05-22T00:00:00",20,2
"965","2017-05-23T00:00:00",127,12.7
"966","2017-05-24T00:00:00",157,15.7
"967","2017-05-25T00:00:00",46,4.6
"968","2017-05-26T00:00:00",0,0
"969","2017-05-27T00:00:00",0,0
"970","2017-05-28T00:00:00",117,11.7
"971","2017-05-29T00:00:00",0,0
"972","2017-05-30T00:00:00",13,1.3
"973","2017-05-31T00:00:00",0,0
"974","2017-06-01T00:00:00",0,0
"975","2017-06-02T00:00:00",0,0
"976","2017-06-03T00:00:00",0,0
"977","2017-06-04T00:00:00",38,3.8
"978","2017-06-05T00:00:00",71,7.1
"979","2017-06-06T00:00:00",109,10.9
"980","2017-06-07T00:00:00",5,0.5
"981","2017-06-08T00:00:00",160,16
"982","2017-06-09T00:00:00",5,0.5
"983","2017-06-10T00:00:00",0,0
"984","2017-06-11T00:00:00",0,0
"985","2017-06-12T00:00:00",0,0
"986","2017-06-13T00:00:00",38,3.8
"987","2017-06-14T00:00:00",10,1
"988","2017-06-15T00:00:00",18,1.8
"989","2017-06-16T00:00:00",0,0
"990","2017-06-17T00:00:00",0,0
"991","2017-06-18T00:00:00",0,0
"992","2017-06-19T00:00:00",0,0
"993","2017-06-20T00:00:00",130,13
"994","2017-06-21T00:00:00",5,0.5
"995","2017-06-22T00:00:00",56,5.6
"996","2017-06-23T00:00:00",173,17.3
"997","2017-06-24T00:00:00",122,12.2
"998","2017-06-25T00:00:00",28,2.8
"999","2017-06-26T00:00:00",0,0
"1000","2017-06-27T00:00:00",0,0
"1001","2017-06-28T00:00:00",0,0
"1002","2017-06-29T00:00:00",0,0
"1003","2017-06-30T00:00:00",20,2
"1004","2017-07-01T00:00:00",394,39.4
"1005","2017-07-02T00:00:00",20,2
"1006","2017-07-03T00:00:00",0,0
"1007","2017-07-04T00:00:00",5,0.5
"1008","2017-07-05T00:00:00",0,0
"1009","2017-07-06T00:00:00",28,2.8
"1010","2017-07-07T00:00:00",58,5.8
"1011","2017-07-08T00:00:00",25,2.5
"1012","2017-07-09T00:00:00",81,8.1
"1013","2017-07-10T00:00:00",0,0
"1014","2017-07-11T00:00:00",0,0
"1015","2017-07-12T00:00:00",0,0
"1016","2017-07-13T00:00:00",0,0
"1017","2017-07-14T00:00:00",5,0.5
"1018","2017-07-15T00:00:00",64,6.4
"1019","2017-07-16T00:00:00",170,17
"1020","2017-07-17T00:00:00",61,6.1
"1021","2017-07-18T00:00:00",30,3
"1022","2017-07-19T00:00:00",0,0
"1023","2017-07-20T00:00:00",33,3.3
"1024","2017-07-21T00:00:00",58,5.8
"1025","2017-07-22T00:00:00",5,0.5
"1026","2017-07-23T00:00:00",0,0
"1027","2017-07-24T00:00:00",56,5.6
"1028","2017-07-25T00:00:00",0,0
"1029","2017-07-26T00:00:00",0,0
"1030","2017-07-27T00:00:00",0,0
"1031","2017-07-28T00:00:00",38,3.8
"1032","2017-07-29T00:00:00",51,5.1
"1033","2017-07-30T00:00:00",0,0
"1034","2017-07-31T00:00:00",0,0
"1035","2017-08-01T00:00:00",0,0
"1036","2017-08-02T00:00:00",0,0
"1037","2017-08-03T00:00:00",18,1.8
"1038","2017-08-04T00:00:00",0,0
"1039","2017-08-05T00:00:00",41,4.1
"1040","2017-08-06T00:00:00",0,0
"1041","2017-08-07T00:00:00",94,9.4
"1042","2017-08-08T00:00:00",302,30.2
"1043","2017-08-09T00:00:00",18,1.8
"1044","2017-08-10T00:00:00",0,0
"1045","2017-08-11T00:00:00",25,2.5
"1046","2017-08-12T00:00:00",318,31.8
"1047","2017-08-13T00:00:00",10,1
"1048","2017-08-14T00:00:00",0,0
"1049","2017-08-15T00:00:00",10,1
"1050","2017-08-16T00:00:00",3,0.3
"1051","2017-08-17T00:00:00",0,0
"1052","2017-08-18T00:00:00",0,0
"1053","2017-08-19T00:00:00",0,0
"1054","2017-08-20T00:00:00",0,0
"1055","2017-08-21T00:00:00",0,0
"1056","2017-08-22T00:00:00",0,0
"1057","2017-08-23T00:00:00",0,0
"1058","2017-08-24T00:00:00",0,0
"1059","2017-08-25T00:00:00",0,0
"1060","2017-08-26T00:00:00",0,0
"1061","2017-08-27T00:00:00",25,2.5
"1062","2017-08-28T00:00:00",18,1.8
"1063","2017-08-29T00:00:00",0,0
"1064","2017-08-30T00:00:00",0,0
"1065","2017-08-31T00:00:00",66,6.6
"1066","2017-09-01T00:00:00",292,29.2
"1067","2017-09-02T00:00:00",38,3.8
"1068","2017-09-03T00:00:00",0,0
"1069","2017-09-04T00:00:00",0,0
"1070","2017-09-05T00:00:00",0,0
"1071","2017-09-06T00:00:00",117,11.7
"1072","2017-09-07T00:00:00",48,4.8
"1073","2017-09-08T00:00:00",0,0
"1074","2017-09-09T00:00:00",0,0
"1075","2017-09-10T00:00:00",0,0
"1076","2017-09-11T00:00:00",0,0
"1077","2017-09-12T00:00:00",193,19.3
"1078","2017-09-13T00:00:00",18,1.8
"1079","2017-09-14T00:00:00",5,0.5
"1080","2017-09-15T00:00:00",5,0.5
"1081","2017-09-16T00:00:00",0,0
"1082","2017-09-17T00:00:00",0,0
"1083","2017-09-18T00:00:00",0,0
"1084","2017-09-19T00:00:00",0,0
"1085","2017-09-20T00:00:00",0,0
"1086","2017-09-21T00:00:00",0,0
"1087","2017-09-22T00:00:00",3,0.3
"1088","2017-09-23T00:00:00",0,0
"1089","2017-09-24T00:00:00",0,0
"1090","2017-09-25T00:00:00",0,0
"1091","2017-09-26T00:00:00",0,0
"1092","2017-09-27T00:00:00",0,0
"1093","2017-09-28T00:00:00",0,0
"1094","2017-09-29T00:00:00",0,0
"1095","2017-09-30T00:00:00",0,0
"1096","2017-10-01T00:00:00",0,0
"1097","2017-10-02T00:00:00",0,0
"1098","2017-10-03T00:00:00",0,0
"1099","2017-10-04T00:00:00",0,0
"1100","2017-10-05T00:00:00",0,0
"1101","2017-10-06T00:00:00",0,0
"1102","2017-10-07T00:00:00",0,0
"1103","2017-10-08T00:00:00",79,7.9
"1104","2017-10-09T00:00:00",577,57.7
"1105","2017-10-10T00:00:00",5,0.5
"1106","2017-10-11T00:00:00",0,0
"1107","2017-10-12T00:00:00",0,0
"1108","2017-10-13T00:00:00",0,0
"1109","2017-10-14T00:00:00",0,0
"1110","2017-10-15T00:00:00",0,0
"1111","2017-10-16T00:00:00",84,8.4
"1112","2017-10-17T00:00:00",0,0
"1113","2017-10-18T00:00:00",0,0
"1114","2017-10-19T00:00:00",0,0
"1115","2017-10-20T00:00:00",0,0
"1116","2017-10-21T00:00:00",0,0
"1117","2017-10-22T00:00:00",0,0
"1118","2017-10-23T00:00:00",13,1.3
"1119","2017-10-24T00:00:00",505,50.5
"1120","2017-10-25T00:00:00",0,0
"1121","2017-10-26T00:00:00",0,0
"1122","2017-10-27T00:00:00",0,0
"1123","2017-10-28T00:00:00",30,3
"1124","2017-10-29T00:00:00",406,40.6
"1125","2017-10-30T00:00:00",0,0
"1126","2017-10-31T00:00:00",0,0
"1127","2017-11-01T00:00:00",0,0
"1128","2017-11-02T00:00:00",0,0
"1129","2017-11-03T00:00:00",0,0
"1130","2017-11-04T00:00:00",0,0
"1131","2017-11-05T00:00:00",0,0
"1132","2017-11-06T00:00:00",0,0
"1133","2017-11-07T00:00:00",0,0
"1134","2017-11-08T00:00:00",259,25.9
"1135","2017-11-09T00:00:00",8,0.8
"1136","2017-11-10T00:00:00",3,0.3
"1137","2017-11-11T00:00:00",0,0
"1138","2017-11-12T00:00:00",0,0
"1139","2017-11-13T00:00:00",20,2
"1140","2017-11-14T00:00:00",0,0
"1141","2017-11-15T00:00:00",0,0
"1142","2017-11-16T00:00:00",0,0
"1143","2017-11-17T00:00:00",0,0
"1144","2017-11-18T00:00:00",0,0
"1145","2017-11-19T00:00:00",112,11.2
"1146","2017-11-20T00:00:00",0,0
"1147","2017-11-21T00:00:00",0,0
"1148","2017-11-22T00:00:00",0,0
"1149","2017-11-23T00:00:00",0,0
"1150","2017-11-24T00:00:00",0,0
"1151","2017-11-25T00:00:00",0,0
"1152","2017-11-26T00:00:00",0,0
"1153","2017-11-27T00:00:00",0,0
"1154","2017-11-28T00:00:00",0,0
"1155","2017-11-29T00:00:00",0,0
"1156","2017-11-30T00:00:00",0,0
"1157","2017-12-01T00:00:00",10,1
"1158","2017-12-02T00:00:00",0,0
"1159","2017-12-03T00:00:00",0,0
"1160","2017-12-04T00:00:00",0,0
"1161","2017-12-05T00:00:00",0,0
"1162","2017-12-06T00:00:00",119,11.9
"1163","2017-12-07T00:00:00",0,0
"1164","2017-12-08T00:00:00",20,2
"1165","2017-12-09T00:00:00",216,21.6
"1166","2017-12-10T00:00:00",0,0
"1167","2017-12-11T00:00:00",0,0
"1168","2017-12-12T00:00:00",0,0
"1169","2017-12-13T00:00:00",0,0
"1170","2017-12-14T00:00:00",0,0
"1171","2017-12-15T00:00:00",0,0
"1172","2017-12-16T00:00:00",0,0
"1173","2017-12-17T00:00:00",0,0
"1174","2017-12-18T00:00:00",0,0
"1175","2017-12-19T00:00:00",0,0
"1176","2017-12-20T00:00:00",99,9.9
"1177","2017-12-21T00:00:00",117,11.7
"1178","2017-12-22T00:00:00",0,0
"1179","2017-12-23T00:00:00",5,0.5
"1180","2017-12-24T00:00:00",84,8.4
"1181","2017-12-25T00:00:00",0,0
"1182","2017-12-26T00:00:00",0,0
"1183","2017-12-27T00:00:00",0,0
"1184","2017-12-28T00:00:00",0,0
"1185","2017-12-29T00:00:00",0,0
"1186","2017-12-30T00:00:00",0,0
"1187","2017-12-31T00:00:00",0,0
"1188","2018-01-01T00:00:00",0,0
"1189","2018-01-02T00:00:00",0,0
"1190","2018-01-03T00:00:00",0,0
"1191","2018-01-04T00:00:00",0,0
"1192","2018-01-05T00:00:00",0,0
"1193","2018-01-06T00:00:00",0,0
"1194","2018-01-07T00:00:00",0,0
"1195","2018-01-08T00:00:00",0,0
"1196","2018-01-09T00:00:00",13,1.3
"1197","2018-01-10T00:00:00",0,0
"1198","2018-01-11T00:00:00",0,0
"1199","2018-01-12T00:00:00",340,34
"1200","2018-01-13T00:00:00",109,10.9
"1201","2018-01-14T00:00:00",0,0
"1202","2018-01-15T00:00:00",0,0
"1203","2018-01-16T00:00:00",0,0
"1204","2018-01-17T00:00:00",38,3.8
"1205","2018-01-18T00:00:00",3,0.3
"1206","2018-01-19T00:00:00",0,0
"1207","2018-01-20T00:00:00",0,0
"1208","2018-01-21T00:00:00",0,0
"1209","2018-01-22T00:00:00",0,0
"1210","2018-01-23T00:00:00",99,9.9
"1211","2018-01-24T00:00:00",0,0
"1212","2018-01-25T00:00:00",0,0
"1213","2018-01-26T00:00:00",0,0
"1214","2018-01-27T00:00:00",0,0
"1215","2018-01-28T00:00:00",84,8.4
"1216","2018-01-29T00:00:00",97,9.7
"1217","2018-01-30T00:00:00",15,1.5
"1218","2018-01-31T00:00:00",0,0
"1219","2018-02-01T00:00:00",0,0
"1220","2018-02-02T00:00:00",30,3
"1221","2018-02-03T00:00:00",0,0
"1222","2018-02-04T00:00:00",79,7.9
"1223","2018-02-05T00:00:00",117,11.7
"1224","2018-02-06T00:00:00",0,0
"1225","2018-02-07T00:00:00",89,8.9
"1226","2018-02-08T00:00:00",168,16.8
"1227","2018-02-09T00:00:00",0,0
"1228","2018-02-10T00:00:00",76,7.6
"1229","2018-02-11T00:00:00",699,69.9
